recommendation_code,section,category,WHO_domain,trigger_summary,recommendation,service_provider,source,apa_reference,source_type,source_link,requires_human_validation,key_program_tag,implementation_note,trigger_tags,priority_weight
SOC_006,Social Participation / Community Support,social,Environment,Loneliness or social isolation indicators,Refer to community participation support and MSWDO/RHU psychosocial support if emotional distress is present.,"OSCA, MSWDO, RHU/BHC",WHO Healthy Ageing and functional ability,World Health Organization. (2020). Healthy ageing and functional ability.,International public health framework,https://www.who.int/news-room/questions-and-answers/item/healthy-ageing-and-functional-ability,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,lonely,3
SOC_007,Social Participation / Community Support,elder_protection,Environment,"Possible elder abuse, neglect, or exploitation",Refer to ReSPPEC/community reporting mechanism or MSWDO/barangay protection pathway for assessment.,"DSWD ReSPPEC, MSWDO/CSWDO, Barangay",Reporting System and Prevention Program for Elder Abuse Cases,Department of Social Welfare and Development Field Office VI. (n.d.). ReSPPEC.,Philippine elder protection program,https://fo6.dswd.gov.ph/about-us/programs/resppec/,TRUE,ReSPPEC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,abuse_risk,5
SOC_008,Social Participation / Community Support,elder_protection,Environment,"Reported verbal, physical, emotional, financial, or neglect-related abuse",Activate local reporting and referral pathway for elder abuse through barangay/MSWDO/ReSPPEC where available.,"Barangay, MSWDO/CSWDO, DSWD ReSPPEC",DSWD ReSPPEC elderly abuse prevention,Department of Social Welfare and Development Field Office I. (2016). DSWD's ReSPPEC sets in place actions on elderly abuse.,Philippine elder protection program,https://fo1.dswd.gov.ph/2016/04/dswds-resppec-sets-in-place-actions-on-elderly-abuse/,TRUE,ReSPPEC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,abuse_risk,5
SOC_009,Social Participation / Community Support,elder_protection,Environment,Senior is abandoned or neglected,Refer to MSWDO/CSWDO for protective case assessment and possible temporary/residential care pathway.,"MSWDO/CSWDO, DSWD residential care facility",DSWD residential care for older persons,Department of Social Welfare and Development. (n.d.). For older persons.,Philippine residential care service,https://old.dswd.gov.ph/sectors/children-and-youth/programs-2/residential-care/for-older-persons/,TRUE,ReSPPEC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,abandoned,5
SOC_010,Social Participation / Community Support,elder_protection,Environment,Senior is at risk of abuse and has low support,Flag for barangay and MSWDO monitoring with ReSPPEC-informed referral if available.,"Barangay, MSWDO, DSWD ReSPPEC",Reporting System and Prevention Program for Elder Abuse Cases,Department of Social Welfare and Development Field Office VI. (n.d.). ReSPPEC.,Philippine elder protection program,https://fo6.dswd.gov.ph/about-us/programs/resppec/,TRUE,ReSPPEC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,abuse_risk,4
SOC_011,Social Participation / Community Support,social,Environment,Senior cannot attend community activities due to mobility/access issues,"Coordinate assisted participation, transport support, or home visit alternatives.","OSCA, Barangay, BHW",WHO Healthy Ageing and functional ability,World Health Organization. (2020). Healthy ageing and functional ability.,International public health framework,https://www.who.int/news-room/questions-and-answers/item/healthy-ageing-and-functional-ability,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,mobility_limited_outside,1
SOC_012,Social Participation / Community Support,social,Environment,Senior has communication barriers or sensory impairment,Link social participation recommendation with assistive-device or family support assessment.,"OSCA, RHU/BHC, family",Expanded Senior Citizens Act of 2010,Republic Act No. 9994. (2010). Expanded Senior Citizens Act of 2010.,Philippine law,https://lawphil.net/statutes/repacts/ra2010/ra_9994_2010.html,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,sensory_barrier,1
SOC_013,Social Participation / Community Support,social,Environment,Senior is high risk with poor support,Assign periodic OSCA/MSWDO/barangay follow-up and document status in the recommendation queue.,"OSCA, MSWDO/CSWDO, Barangay",Senior Citizens Act / OSCA,Republic Act No. 7432. (1992). Senior Citizens Act.,Philippine law,https://www.dilg.gov.ph/PDF_File/issuances/republic_acts/RA_7432.PDF,TRUE,OSCA,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,high_risk,1
SOC_014,Social Participation / Community Support,social,Environment,Senior needs social and recreational engagement,Refer to senior citizens center or local senior activities where available.,"OSCA, Senior Citizens Center, LGU",Expanded Senior Citizens Act of 2010,Republic Act No. 9994. (2010). Expanded Senior Citizens Act of 2010.,Philippine law,https://lawphil.net/statutes/repacts/ra2010/ra_9994_2010.html,TRUE,OSCA,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,low_participation,1
SOC_015,Social Participation / Community Support,social,Environment,Family caregiver needs community support,Refer family to home care support/community support orientation where available.,"MSWDO/CSWDO, HCSSSC, family caregiver",Home Care Support Services for Senior Citizens Manual,Department of Social Welfare and Development Social Technology Bureau. (2021). Home Care Support Services for Senior Citizens (HCSSSC) manual.,Philippine home care support program,https://kmportal.dswd.gov.ph/knowledge-products/how-guide/home-care-support-services-senior-citizens-hcsssc-manual,TRUE,HCSSSC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,caregiver_needed,1
SOC_016,Social Participation / Community Support,elder_protection,Environment,Senior refuses care due to fear or possible coercion,Escalate to MSWDO/CSWDO for confidential social case assessment; do not resolve only through automated recommendation.,"MSWDO/CSWDO, Barangay protection pathway",Reporting System and Prevention Program for Elder Abuse Cases,Department of Social Welfare and Development Field Office VI. (n.d.). ReSPPEC.,Philippine elder protection program,https://fo6.dswd.gov.ph/about-us/programs/resppec/,TRUE,ReSPPEC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,abuse_risk,4
SOC_017,Social Participation / Community Support,social,Environment,Senior receives few visits from family/friends,Encourage family contact plan or community volunteer check-in if senior consents.,"Family, OSCA, Barangay volunteers",WHO Decade of Healthy Ageing baseline report,World Health Organization. (2021). Decade of healthy ageing: Baseline report.,International public health framework,https://www.who.int/publications/i/item/9789240017900,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,isolated,1
SOC_018,Social Participation / Community Support,social,Environment,Senior is widowed/separated and socially isolated,Refer to community support group or MSWDO psychosocial support if emotional distress is present.,"OSCA, MSWDO, Barangay",WHO Healthy Ageing and functional ability,World Health Organization. (2020). Healthy ageing and functional ability.,International public health framework,https://www.who.int/news-room/questions-and-answers/item/healthy-ageing-and-functional-ability,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,widowed,2
MH_001,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,"Depression, anxiety, hopelessness, or severe emotional concern",Refer to RHU or qualified mental health professional for assessment; avoid diagnostic labeling.,"RHU/BHC, mental health professional",Mental Health Act,Republic Act No. 11036. (2018). Mental Health Act.,Philippine law,https://lawphil.net/statutes/repacts/ra2018/ra_11036_2018.html,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,emotional_distress,4
MH_002,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Crisis symptoms or self-harm concern,Provide NCMH crisis hotline information and recommend immediate referral to appropriate emergency/mental health support.,"NCMH, RHU/BHC, emergency services",NCMH Crisis Hotline,National Center for Mental Health. (n.d.). Contact us.,Philippine public mental health service,https://ncmh.gov.ph/contact-us/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,mh_crisis,5
MH_003,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Loneliness with emotional distress,Refer to RHU/MSWDO psychosocial support and community participation support if senior consents.,"RHU/BHC, MSWDO/CSWDO, OSCA",Mental Health Act,Republic Act No. 11036. (2018). Mental Health Act.,Philippine law,https://lawphil.net/statutes/repacts/ra2018/ra_11036_2018.html,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,lonely_distress,3
MH_004,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Caregiver or family reports behavioral/emotional changes,Recommend professional mental health or primary-care assessment through RHU/BHC.,"RHU/BHC, mental health professional",Mental Health Act,Republic Act No. 11036. (2018). Mental Health Act.,Philippine law,https://lawphil.net/statutes/repacts/ra2018/ra_11036_2018.html,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,emotional_concern,1
MH_005,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Bereavement or grief indicators,Refer to MSWDO/RHU psychosocial support and community support follow-up.,"MSWDO/CSWDO, RHU/BHC, OSCA",Mental Health Act,Republic Act No. 11036. (2018). Mental Health Act.,Philippine law,https://lawphil.net/statutes/repacts/ra2018/ra_11036_2018.html,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,bereavement,2
MH_006,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Social isolation plus sadness or anxiety,Combine social participation referral with RHU/MSWDO psychosocial support assessment.,"OSCA, MSWDO, RHU/BHC",WHO Healthy Ageing and functional ability,World Health Organization. (2020). Healthy ageing and functional ability.,International public health framework,https://www.who.int/news-room/questions-and-answers/item/healthy-ageing-and-functional-ability,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,isolated,2
MH_007,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Senior is emotionally distressed and living alone,Prioritize welfare check and psychosocial assessment referral.,"MSWDO/CSWDO, RHU/BHC, Barangay",Mental Health Act,Republic Act No. 11036. (2018). Mental Health Act.,Philippine law,https://lawphil.net/statutes/repacts/ra2018/ra_11036_2018.html,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,emotional_alone,3
MH_008,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Possible abuse-related emotional distress,Refer through MSWDO/ReSPPEC-informed protection pathway and mental health support if needed.,"MSWDO/CSWDO, ReSPPEC, RHU/BHC",Reporting System and Prevention Program for Elder Abuse Cases,Department of Social Welfare and Development Field Office VI. (n.d.). ReSPPEC.,Philippine elder protection program,https://fo6.dswd.gov.ph/about-us/programs/resppec/,TRUE,ReSPPEC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,abuse_risk,3
MH_009,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Mild emotional concern without crisis indicators,Offer RHU/MSWDO counseling referral and community engagement support; mark for follow-up.,"RHU/BHC, MSWDO, OSCA",Mental Health Act,Republic Act No. 11036. (2018). Mental Health Act.,Philippine law,https://lawphil.net/statutes/repacts/ra2018/ra_11036_2018.html,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,emotional_concern,1
MH_010,Mental Health / Psychosocial Support,mental_health,Intrinsic Capacity,Persistent emotional concern and poor quality-of-life score,Recommend primary-care and psychosocial referral for human assessment.,"RHU/BHC, MSWDO/CSWDO",Mental Health Act,Republic Act No. 11036. (2018). Mental Health Act.,Philippine law,https://lawphil.net/statutes/repacts/ra2018/ra_11036_2018.html,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,low_wellbeing,2
ACCESS_001,Healthcare Access / Transport,healthcare_access,Environment,Difficulty accessing healthcare,Assist in scheduling RHU/BHC or YAKAP provider appointment and record access barrier.,"RHU/BHC, YAKAP provider, OSCA",PhilHealth YAKAP / Konsulta primary care benefit,Philippine Health Insurance Corporation. (n.d.). PhilHealth YAKAP: Yaman ng Kalusugan Program.,Philippine government primary care program,https://www.philhealth.gov.ph/yakap/,TRUE,Universal Health Care,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,healthcare_difficulty,2
ACCESS_002,Healthcare Access / Transport,healthcare_access,Environment,Transportation difficulty for checkup,Coordinate barangay transport assistance or AICS transportation-assistance assessment if crisis-related.,"Barangay, MSWDO/DSWD AICS",Assistance to Individuals in Crisis Situation,Department of Social Welfare and Development. (n.d.). AICS Program: Assistance to Individuals in Crisis Situation.,Philippine government crisis assistance program,https://aics.dswd.gov.ph/aics-program/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,transport_barrier,2
ACCESS_003,Healthcare Access / Transport,healthcare_access,Environment,Far from health center or poor service accessibility,"Coordinate BHW follow-up, RHU scheduling, or mobile outreach when available.","BHW, RHU/BHC, Barangay",Barangay Health Workers' Benefits and Incentives Act,Republic Act No. 7883. (1995). Barangay Health Workers' Benefits and Incentives Act of 1995.,Philippine law,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/2888,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,service_access_low,2
ACCESS_004,Healthcare Access / Transport,healthcare_access,Environment,Chronic disease plus difficulty accessing RHU,Flag senior for BHW/RHU follow-up and primary-care provider verification.,"BHW, RHU/BHC, YAKAP provider",Universal Health Care Act,Republic Act No. 11223. (2019). Universal Health Care Act.,Philippine law,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/86448,TRUE,Universal Health Care,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,access_gap_chronic,3
ACCESS_005,Healthcare Access / Transport,healthcare_access,Environment,No regular checkup and access barrier,Prioritize appointment assistance rather than generic health advice.,"OSCA, RHU/BHC, YAKAP provider",PhilHealth YAKAP / Konsulta primary care benefit,Philippine Health Insurance Corporation. (n.d.). PhilHealth YAKAP: Yaman ng Kalusugan Program.,Philippine government primary care program,https://www.philhealth.gov.ph/yakap/,TRUE,Universal Health Care,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,access_barrier_nocheckup,2
ACCESS_006,Healthcare Access / Transport,healthcare_access,Environment,Medicine access barrier due to distance or cost,"Link medicine concern to RHU/LGU medicine assistance, YAKAP/GAMOT, AICS, or PCSO route.","RHU/BHC, LGU, PhilHealth, DSWD, PCSO",PhilHealth YAKAP / Konsulta primary care benefit,Philippine Health Insurance Corporation. (n.d.). PhilHealth YAKAP: Yaman ng Kalusugan Program.,Philippine government primary care program,https://www.philhealth.gov.ph/yakap/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,transport_barrier,1
ACCESS_007,Healthcare Access / Transport,healthcare_access,Environment,Visual/hearing/mobility concern limits healthcare access,Coordinate assisted transport or home-based follow-up with barangay/BHW if available.,"Barangay, BHW, RHU/BHC",WHO Healthy Ageing and functional ability,World Health Organization. (2020). Healthy ageing and functional ability.,International public health framework,https://www.who.int/news-room/questions-and-answers/item/healthy-ageing-and-functional-ability,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,sensory_barrier,1
ACCESS_008,Healthcare Access / Transport,healthcare_access,Environment,Senior has limited digital literacy for online medical assistance,"Provide assisted digital support for PCSO Online MAP, PhilHealth verification, or other authorized portals.","OSCA, family, PCSO Online MAP, PhilHealth",PCSO Medical Assistance Program Online Application System,Philippine Charity Sweepstakes Office. (n.d.). Medical Assistance Program Online Application System.,Philippine government medical assistance portal,https://onlinemap.pcso.gov.ph/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
ACCESS_009,Healthcare Access / Transport,healthcare_access,Environment,Senior has hospital appointment but limited navigation capacity,Refer to hospital social service or Malasakit Center for patient navigation if hospital-based care is involved.,"Hospital social service, Malasakit Center",Malasakit Centers Act,Republic Act No. 11463. (2019). Malasakit Centers Act.,Philippine law,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/92793,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
ACCESS_010,Healthcare Access / Transport,healthcare_access,Environment,High healthcare access risk and living alone,Assign priority follow-up by BHW/OSCA/MSWDO before the next scheduled health visit.,"BHW, OSCA, MSWDO",Barangay Health Workers' Benefits and Incentives Act,Republic Act No. 7883. (1995). Barangay Health Workers' Benefits and Incentives Act of 1995.,Philippine law,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/2888,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,hc_alone,2
ACCESS_011,Healthcare Access / Transport,healthcare_access,Environment,Access barrier with urgent/high risk,Mark as priority action for OSCA/RHU coordination and human validation.,"OSCA, RHU/BHC, MSWDO/CSWDO",Universal Health Care Act,Republic Act No. 11223. (2019). Universal Health Care Act.,Philippine law,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/86448,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,access_high_risk,2
ACCESS_012,Healthcare Access / Transport,healthcare_access,Environment,Senior needs multiple service referrals but cannot travel easily,Coordinate clustered service day or barangay-level assistance if available.,"Barangay, OSCA, RHU/BHC, MSWDO",DOH senior citizen health program,Department of Health. (2015). Administrative Order No. 2015-0009: National Policy on the Health and Wellness Program for Senior Citizens.,Philippine public health policy,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/10/68161,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,multiple_unmet_needs,1
LIV_001,Livelihood / Skills / Productive Ageing,livelihood,Environment,"Low income, has skills, and functional condition allows participation",Assess willingness and capacity for DSWD Sustainable Livelihood Program referral.,"DSWD SLP, MSWDO/CSWDO, LGU",DSWD Sustainable Livelihood Program,Department of Social Welfare and Development Field Office CAR. (n.d.). Sustainable Livelihood Program.,Philippine livelihood program,https://car.dswd.gov.ph/programs-services/core-programs/sustainable-livelihood-program/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,wants_livelihood,2
LIV_002,Livelihood / Skills / Productive Ageing,livelihood,Environment,Senior wants income support and can safely participate,Refer to DOLE Kabuhayan/DILP through PESO/LGU if appropriate.,"DOLE, PESO, LGU",DOLE Integrated Livelihood Program / Kabuhayan,Department of Labor and Employment. (n.d.). About Kabuhayan.,Philippine livelihood program,https://dole.gov.ph/kabuhayan-contents/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,wants_livelihood,2
LIV_003,Livelihood / Skills / Productive Ageing,livelihood,Environment,Low-income senior is still self-employed or wants livelihood,"Assess DOLE livelihood formation/enhancement/restoration pathway, subject to eligibility and capacity.","DOLE, PESO, LGU",DOLE DILEEP guidelines,Department of Labor and Employment. (2017). Revised Guidelines in the Implementation of the DOLE Integrated Livelihood and Emergency Employment Programs.,Philippine department order,https://www.dole.gov.ph/php_assets/uploads/2017/07/DO-173-17-Revised-Guidelines-in-the-Implementation-of-the-Department-of-Labor-and-Employment-Integrated-Livelihood-and-Emergency-Employment-Programs-DILEEP.pdf,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,wants_livelihood,1
LIV_004,Livelihood / Skills / Productive Ageing,livelihood,Functional Ability,Senior has high functional risk but wants livelihood,Do not recommend livelihood first; refer to functional/home-care assessment before livelihood referral.,"MSWDO/CSWDO, OSCA, RHU/BHC",WHO Healthy Ageing and functional ability,World Health Organization. (2020). Healthy ageing and functional ability.,International public health framework,https://www.who.int/news-room/questions-and-answers/item/healthy-ageing-and-functional-ability,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
LIV_005,Livelihood / Skills / Productive Ageing,livelihood,Environment,Senior is interested in skills training,Refer to TESDA/NCSC senior skills training or local TESDA orientation if physically and cognitively appropriate.,"TESDA, NCSC, LGU",TESDA-NCSC skills training agreement,"Technical Education and Skills Development Authority. (2025). TESDA, NCSC sign Memorandum of Agreement.",Philippine skills training partnership,https://www.tesda.gov.ph/Gallery/Details/12406,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,productive_capable,1
LIV_006,Livelihood / Skills / Productive Ageing,livelihood,Environment,Senior has digital access and wants self-paced training,Suggest TESDA Online Program orientation for free online technical-vocational learning.,"TESDA Online Program, family/OSCA digital support",TESDA Online Program,Technical Education and Skills Development Authority. (n.d.). TESDA Online Program.,Philippine online skills training platform,https://www.e-tesda.gov.ph/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
LIV_007,Livelihood / Skills / Productive Ageing,livelihood,Environment,Senior has craft/agriculture/service skills and low income,Refer to MSWDO/PESO for livelihood assessment and possible group livelihood pathway.,"MSWDO/CSWDO, PESO, DOLE/DSWD",DSWD Sustainable Livelihood Program,Department of Social Welfare and Development Field Office CAR. (n.d.). Sustainable Livelihood Program.,Philippine livelihood program,https://car.dswd.gov.ph/programs-services/core-programs/sustainable-livelihood-program/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,wants_livelihood,1
LIV_008,Livelihood / Skills / Productive Ageing,livelihood,Environment,Senior lacks stable income but has family support for small livelihood,Assess family-supported livelihood feasibility through DSWD SLP or DOLE Kabuhayan pathway.,"Family, MSWDO/PESO, DSWD/DOLE",DOLE Integrated Livelihood Program / Kabuhayan,Department of Labor and Employment. (n.d.). About Kabuhayan.,Philippine livelihood program,https://dole.gov.ph/kabuhayan-contents/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
LIV_009,Livelihood / Skills / Productive Ageing,livelihood,Functional Ability,Senior has moderate functional ability and wants community role,Refer to OSCA/Senior Citizen Association for volunteer or community contribution opportunities before livelihood if income is not the main concern.,"OSCA, Senior Citizen Association",Senior Citizens Act / OSCA,Republic Act No. 7432. (1992). Senior Citizens Act.,Philippine law,https://www.dilg.gov.ph/PDF_File/issuances/republic_acts/RA_7432.PDF,TRUE,OSCA,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,productive_capable,1
LIV_010,Livelihood / Skills / Productive Ageing,livelihood,Environment,Livelihood recommendation is being generated for frail/bedridden senior,"Suppress livelihood recommendation and prioritize HCSSSC, Social Pension, or AICS based on need.","MSWDO/CSWDO, OSCA",Home Care Support Services for Senior Citizens Manual,Department of Social Welfare and Development Social Technology Bureau. (2021). Home Care Support Services for Senior Citizens (HCSSSC) manual.,Philippine home care support program,https://kmportal.dswd.gov.ph/knowledge-products/how-guide/home-care-support-services-senior-citizens-hcsssc-manual,TRUE,HCSSSC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
SAFE_001,Recommendation Governance / Human Validation,governance,Environment,Any generated recommendation,Mark recommendation as requiring OSCA/RHU/MSWDO human validation before action.,"OSCA, RHU/BHC, MSWDO/CSWDO",WHO Healthy Ageing and functional ability,World Health Organization. (2020). Healthy ageing and functional ability.,International public health framework,https://www.who.int/news-room/questions-and-answers/item/healthy-ageing-and-functional-ability,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
SAFE_002,Recommendation Governance / Human Validation,governance,Environment,Medical recommendation appears too specific,Convert direct medical instruction into referral to RHU/BHC or qualified provider for assessment.,"RHU/BHC, qualified health provider",Universal Health Care Act,Republic Act No. 11223. (2019). Universal Health Care Act.,Philippine law,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/86448,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
SAFE_003,Recommendation Governance / Human Validation,governance,Environment,Financial recommendation may imply guaranteed approval,"Use wording: assess eligibility, verify, refer, coordinate, or assist with documents; do not promise approval.","OSCA, MSWDO/CSWDO, DSWD, PCSO",Assistance to Individuals in Crisis Situation,Department of Social Welfare and Development. (n.d.). AICS Program: Assistance to Individuals in Crisis Situation.,Philippine government crisis assistance program,https://aics.dswd.gov.ph/aics-program/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
SAFE_004,Recommendation Governance / Human Validation,governance,Environment,Elder abuse or neglect suspected,Do not resolve automatically; escalate to MSWDO/barangay/ReSPPEC-informed pathway for confidential assessment.,"MSWDO/CSWDO, Barangay, ReSPPEC",Reporting System and Prevention Program for Elder Abuse Cases,Department of Social Welfare and Development Field Office VI. (n.d.). ReSPPEC.,Philippine elder protection program,https://fo6.dswd.gov.ph/about-us/programs/resppec/,TRUE,ReSPPEC,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
SAFE_005,Recommendation Governance / Human Validation,governance,Environment,Crisis mental health risk suspected,Show crisis hotline and recommend immediate human intervention; do not rely on dashboard queue alone.,"NCMH, RHU/BHC, emergency support",NCMH Crisis Hotline,National Center for Mental Health. (n.d.). Contact us.,Philippine public mental health service,https://ncmh.gov.ph/contact-us/,TRUE,,Use as decision support only; verify eligibility and availability with OSCA/RHU/MSWDO/authorized office.,,1
